family,seed,candidate_error,baseline_error,relative_improvement
harmonic_honeycomb,42,0.008120131497922343,0.008120131497922343,0.0
harmonic_honeycomb,137,0.008120131497922343,0.008120131497922343,0.0
harmonic_honeycomb,251,0.008120131497922343,0.008120131497922343,0.0
gaussian_honeycomb,42,0.054678836373393554,0.07872902016196558,0.3054805424873152
gaussian_honeycomb,137,0.0530966889068775,0.07872902016196558,0.32557665778585665
gaussian_honeycomb,251,0.05343619923367337,0.07872902016196558,0.32126426667394636
