family,method,projector_error,eigenvalue_mae,latency_ms
harmonic_honeycomb,sr_routed25,0.008120131497922343,0.0003454203309956938,159.7554533276707
harmonic_honeycomb,kinetic_fourier25,0.008120131497922343,0.0003454203309956938,104.71859899504732
harmonic_honeycomb,fourier_shell3,0.0033703813157806664,8.028068696148693e-05,220.46277874615043
harmonic_honeycomb,sc_hybrid25,0.009830708239785902,0.0004512570973020047,132.41745530782887
gaussian_honeycomb,sr_routed25,0.05373724150464814,0.01932927464367822,193.52546426622817
gaussian_honeycomb,kinetic_fourier25,0.07872902016196558,0.03164599866140634,106.3901713040347
gaussian_honeycomb,fourier_shell3,0.05822820952400314,0.02246989937266335,220.27344114612788
gaussian_honeycomb,sc_hybrid25,0.05373724150464814,0.01932927464367822,137.19926831933358
