method,family,seed,split,point_id,projector_error,e1_abs_error,e2_abs_error,trace_abs_error,residual_rms,orthogonality_error,hermiticity_defect_raw,internal_gap,external_gap,trial_rank,route,tail_ratio,latency_ms
sc_narr_shell1,harmonic_honeycomb,42,iid_hidden,v3-pilot-harmonic_honeycomb-iid-001,0.06239711570185178,0.007389366626739502,0.005058467388153076,0.012447834014892578,0.08500094711780548,1.9719978072707534e-07,2.888830508140927e-08,0.1943433759015376,0.3061152070630356,9,not_applicable,nan,37.11745818145573
sc_narr,harmonic_honeycomb,42,iid_hidden,v3-pilot-harmonic_honeycomb-iid-001,0.02470949433387224,0.0016027390956878662,0.0020386874675750732,0.0036414265632629395,0.05650820583105087,9.914344789585527e-08,4.802565456429875e-08,0.1943433759015376,0.3061152070630356,21,not_applicable,nan,53.11525007709861
sc_hybrid25,harmonic_honeycomb,42,iid_hidden,v3-pilot-harmonic_honeycomb-iid-001,0.013382897681729438,0.0007595419883728027,0.000529557466506958,0.0012890994548797607,0.0361001081764698,7.844555893754546e-08,4.8773195260309876e-08,0.1943433759015376,0.3061152070630356,25,not_applicable,nan,60.35854201763868
sr_routed25,harmonic_honeycomb,42,iid_hidden,v3-pilot-harmonic_honeycomb-iid-001,0.01265683504906961,0.0007836818695068359,0.0004233419895172119,0.0012070238590240479,0.03548000752925873,4.417826682256987e-08,6.936402030532918e-08,0.1943433759015376,0.3061152070630356,25,fourier,3.240651155625787e-14,34.630540991202
fourier_shell2,harmonic_honeycomb,42,iid_hidden,v3-pilot-harmonic_honeycomb-iid-001,0.05184658636270358,0.00716400146484375,0.005275815725326538,0.012439817190170288,0.09501181542873383,4.023419286625085e-08,3.235643930565857e-08,0.1943433759015376,0.3061152070630356,19,not_applicable,nan,17.01745903119445
fourier_shell3,harmonic_honeycomb,42,exact_cluster,v3-pilot-harmonic_honeycomb-exact-000,0.0023142280540806737,1.9103288650512695e-05,3.306567668914795e-05,5.2168965339660645e-05,0.008111158385872841,3.911809143275491e-08,9.564832481601115e-08,6.994405055138486e-14,0.34898430851518936,37,not_applicable,nan,59.259708039462566
wang_xie_adapted,harmonic_honeycomb,42,exact_cluster,v3-pilot-harmonic_honeycomb-exact-000,0.03655090435449943,0.0011643171310424805,0.0023941844701766968,0.0035585016012191772,0.041943617165088654,1.0072264045035695e-07,6.845773015129453e-08,6.994405055138486e-14,0.34898430851518936,2,not_applicable,nan,0.7974579930305481
dai_adapted,harmonic_honeycomb,42,exact_cluster,v3-pilot-harmonic_honeycomb-exact-000,0.2940860584440917,0.04611596465110779,0.10643353313207626,0.15254950523376465,0.2571134567260742,8.227614523015347e-08,9.363509889226407e-05,6.994405055138486e-14,0.34898430851518936,6,not_applicable,nan,112.28679190389812
long_anchor,harmonic_honeycomb,42,exact_cluster,v3-pilot-harmonic_honeycomb-exact-000,0.04019655678228695,0.0016383975744247437,0.0030404776334762573,0.004678875207901001,0.05024192854762077,7.590274631041893e-08,1.918949266155323e-08,6.994405055138486e-14,0.34898430851518936,2,not_applicable,nan,0.9057498537003994
sc_narr_shell1,harmonic_honeycomb,42,exact_cluster,v3-pilot-harmonic_honeycomb-exact-000,0.028114855700447226,0.0008440613746643066,0.0025072097778320312,0.003351271152496338,0.04652092605829239,1.0480302181647971e-07,6.127619656126626e-08,6.994405055138486e-14,0.34898430851518936,9,not_applicable,nan,37.74900012649596
sc_narr,harmonic_honeycomb,42,exact_cluster,v3-pilot-harmonic_honeycomb-exact-000,0.014539544701512858,0.00046432018280029297,0.0008111447095870972,0.0012754648923873901,0.03298825025558472,4.139831721872156e-08,6.508050631737206e-08,6.994405055138486e-14,0.34898430851518936,21,not_applicable,nan,53.76270902343094
sc_hybrid25,harmonic_honeycomb,42,exact_cluster,v3-pilot-harmonic_honeycomb-exact-000,0.007365158274687871,0.000154837965965271,0.00022616982460021973,0.0003810077905654907,0.019177308306097984,9.43905705819148e-08,8.083720359763902e-08,6.994405055138486e-14,0.34898430851518936,25,not_applicable,nan,61.252875020727515
sr_routed25,harmonic_honeycomb,42,exact_cluster,v3-pilot-harmonic_honeycomb-exact-000,0.003696267690510035,6.452202796936035e-05,6.459653377532959e-05,0.00012911856174468994,0.012593748979270458,5.990817486534183e-08,5.98481832980724e-08,6.994405055138486e-14,0.34898430851518936,27,fourier,3.689089710253411e-14,39.22358388081193
fourier_shell2,harmonic_honeycomb,42,exact_cluster,v3-pilot-harmonic_honeycomb-exact-000,0.03187954241451509,0.002000570297241211,0.0026631057262420654,0.004663676023483276,0.05639323592185974,4.337934056408699e-08,5.417619419745279e-08,6.994405055138486e-14,0.34898430851518936,19,not_applicable,nan,16.762000042945147
kinetic_fourier21,harmonic_honeycomb,42,exact_cluster,v3-pilot-harmonic_honeycomb-exact-000,0.010806467560894121,0.0003815293312072754,0.0003815293312072754,0.0007630586624145508,0.02555781416594982,4.829186361909876e-08,3.366361411849539e-08,6.994405055138486e-14,0.34898430851518936,21,not_applicable,nan,20.214749965816736
kinetic_fourier25,harmonic_honeycomb,42,exact_cluster,v3-pilot-harmonic_honeycomb-exact-000,0.003696267690510035,6.452202796936035e-05,6.459653377532959e-05,0.00012911856174468994,0.012593748979270458,5.990817486534183e-08,5.98481832980724e-08,6.994405055138486e-14,0.34898430851518936,27,not_applicable,nan,32.792708138003945
wang_xie_adapted,harmonic_honeycomb,42,exact_cluster,v3-pilot-harmonic_honeycomb-exact-001,0.06712745461616833,0.005288243293762207,0.010157257318496704,0.015445500612258911,0.09720908105373383,5.5722094050025817e-08,5.395153124254648e-08,3.219646771412954e-15,0.4344713638020203,2,not_applicable,nan,0.8071670308709145
dai_adapted,harmonic_honeycomb,42,exact_cluster,v3-pilot-harmonic_honeycomb-exact-001,0.37113785320329923,0.1322450041770935,0.20719841122627258,0.3394434154033661,0.3947864770889282,1.1923200826657876e-07,1.5036068361951038e-05,3.219646771412954e-15,0.4344713638020203,6,not_applicable,nan,112.08250001072884
