method,family,seed,split,point_id,projector_error,e1_abs_error,e2_abs_error,trace_abs_error,residual_rms,orthogonality_error,hermiticity_defect_raw,internal_gap,external_gap,trial_rank,route,tail_ratio,latency_ms
wang_xie_adapted,harmonic_honeycomb,42,iid_hidden,v3-confirm-harmonic_honeycomb-iid-001,0.11520543400537712,0.004029452800750732,0.0140918530523777,0.018121305853128433,0.06390916556119919,3.5403139087009095e-08,1.427195854830643e-07,0.18045848990096058,0.20372269705341634,2,not_applicable,nan,1.0682474821805954
dai_adapted,harmonic_honeycomb,42,iid_hidden,v3-confirm-harmonic_honeycomb-iid-001,0.28564438442900164,0.07210961729288101,0.04571141302585602,0.11782103031873703,0.2436867505311966,3.282421379147138e-08,7.26806974853389e-05,0.18045848990096058,0.20372269705341634,6,not_applicable,nan,127.38709151744843
long_anchor,harmonic_honeycomb,42,iid_hidden,v3-confirm-harmonic_honeycomb-iid-001,0.1313003930895156,0.00525781512260437,0.017485711723566055,0.022743526846170425,0.07104048132896423,5.5557936251560136e-08,4.5315438512716355e-08,0.18045848990096058,0.20372269705341634,2,not_applicable,nan,1.229485496878624
sc_narr_shell1,harmonic_honeycomb,42,iid_hidden,v3-confirm-harmonic_honeycomb-iid-001,0.06864455898127689,0.0027177929878234863,0.006382420659065247,0.009100213646888733,0.05561980605125427,4.752049997946983e-08,3.4888312683278855e-08,0.18045848990096058,0.20372269705341634,9,not_applicable,nan,45.14410346746445
sc_narr,harmonic_honeycomb,42,iid_hidden,v3-confirm-harmonic_honeycomb-iid-001,0.010998341303991582,0.0003001391887664795,0.00039852969348430634,0.0006986688822507858,0.023875875398516655,9.316720572805082e-08,1.7365398718993674e-07,0.18045848990096058,0.20372269705341634,21,not_applicable,nan,104.91356812417507
sc_hybrid25,harmonic_honeycomb,42,iid_hidden,v3-confirm-harmonic_honeycomb-iid-001,0.005813536713949785,0.00012700259685516357,9.941495954990387e-05,0.00022641755640506744,0.014323399402201176,3.3996538473246574e-08,5.685367554519871e-08,0.18045848990096058,0.20372269705341634,25,not_applicable,nan,127.73272022604942
sr_routed25,harmonic_honeycomb,42,iid_hidden,v3-confirm-harmonic_honeycomb-iid-001,0.004840716092444206,9.085237979888916e-05,6.444379687309265e-05,0.0001552961766719818,0.011631771922111511,4.5825000349886125e-08,7.767594922825083e-08,0.18045848990096058,0.20372269705341634,25,fourier,4.104778921821574e-14,152.1205510944128
fourier_shell2,harmonic_honeycomb,42,iid_hidden,v3-confirm-harmonic_honeycomb-iid-001,0.021869658828796167,0.0013750344514846802,0.0007646679878234863,0.0021397024393081665,0.0368911512196064,4.393398422841699e-08,9.061676564670051e-08,0.18045848990096058,0.20372269705341634,19,not_applicable,nan,58.698952198028564
kinetic_fourier25,harmonic_honeycomb,42,iid_hidden,v3-confirm-harmonic_honeycomb-iid-002,0.002949306406521792,3.180652856826782e-05,2.4840235710144043e-05,5.6646764278411865e-05,0.006883889902383089,6.224571102997345e-08,4.5410338600504474e-08,0.14440147835954986,0.17798599702507018,25,not_applicable,nan,98.83281029760838
fourier_shell3,harmonic_honeycomb,42,iid_hidden,v3-confirm-harmonic_honeycomb-iid-002,0.0005800421505457283,2.078711986541748e-06,9.015202522277832e-07,2.9802322387695312e-06,0.0019003328634425998,1.0187915255865931e-07,2.5164362682517094e-07,0.14440147835954986,0.17798599702507018,37,not_applicable,nan,214.30331468582153
wang_xie_adapted,harmonic_honeycomb,42,iid_hidden,v3-confirm-harmonic_honeycomb-iid-002,0.1209648660139148,0.0033376365900039673,0.01752389967441559,0.020861536264419556,0.06966990232467651,3.8567936289091165e-08,6.97360036383543e-08,0.14440147835954986,0.17798599702507018,2,not_applicable,nan,1.0582953691482544
dai_adapted,harmonic_honeycomb,42,iid_hidden,v3-confirm-harmonic_honeycomb-iid-002,0.25084814608620537,0.05257871747016907,0.03825196623802185,0.09083068370819092,0.24444298446178436,6.322976586758955e-08,0.000203119678189978,0.14440147835954986,0.17798599702507018,6,not_applicable,nan,126.23904645442963
long_anchor,harmonic_honeycomb,42,iid_hidden,v3-confirm-harmonic_honeycomb-iid-002,0.13315971215854053,0.003978602588176727,0.020956285297870636,0.024934887886047363,0.07581055909395218,7.082493214127794e-08,2.075205003393421e-07,0.14440147835954986,0.17798599702507018,2,not_applicable,nan,1.1977478861808777
sc_narr_shell1,harmonic_honeycomb,42,iid_hidden,v3-confirm-harmonic_honeycomb-iid-002,0.05568596828883887,0.0015223696827888489,0.004613742232322693,0.006136111915111542,0.045247696340084076,6.003595443004883e-08,1.2879922905995045e-07,0.14440147835954986,0.17798599702507018,9,not_applicable,nan,44.60781440138817
sc_narr,harmonic_honeycomb,42,iid_hidden,v3-confirm-harmonic_honeycomb-iid-002,0.006755026967864873,0.00011193007230758667,0.00015307217836380005,0.0002650022506713867,0.014581115916371346,5.4602496302180725e-08,5.4487575340544936e-08,0.14440147835954986,0.17798599702507018,21,not_applicable,nan,108.02346281707287
sc_hybrid25,harmonic_honeycomb,42,iid_hidden,v3-confirm-harmonic_honeycomb-iid-002,0.0035743778576396716,4.44948673248291e-05,4.038214683532715e-05,8.487701416015625e-05,0.008645192719995975,7.337160812248555e-08,1.5276398812602565e-07,0.14440147835954986,0.17798599702507018,25,not_applicable,nan,128.8782563060522
sr_routed25,harmonic_honeycomb,42,iid_hidden,v3-confirm-harmonic_honeycomb-iid-002,0.002949306406521792,3.180652856826782e-05,2.4840235710144043e-05,5.6646764278411865e-05,0.006883889902383089,6.224571102997345e-08,4.5410338600504474e-08,0.14440147835954986,0.17798599702507018,25,fourier,3.5552381757964976e-14,154.6011082828045
